,weather-dhi,weather-gni,weather-ghi,weather-rhu,weather-oat,weather-wdi,weather-wsp,irn0_power-pv,dataValid,temp_air_0,temp_air_1,temp_air_2,temp_air_3,temp_air_4,temp_air_5,temp_air_6,temp_air_7,temp_air_8,temp_air_9,temp_air_10,temp_air_11,temp_air_12,temp_air_13,temp_air_14,temp_air_15,temp_air_16,ghi_0,ghi_1,ghi_2,ghi_3,ghi_4,ghi_5,ghi_6,ghi_7,ghi_8,ghi_9,ghi_10,ghi_11,ghi_12,ghi_13,ghi_14,ghi_15,ghi_16,dni_0,dni_1,dni_2,dni_3,dni_4,dni_5,dni_6,dni_7,dni_8,dni_9,dni_10,dni_11,dni_12,dni_13,dni_14,dni_15,dni_16,dhi_0,dhi_1,dhi_2,dhi_3,dhi_4,dhi_5,dhi_6,dhi_7,dhi_8,dhi_9,dhi_10,dhi_11,dhi_12,dhi_13,dhi_14,dhi_15,dhi_16
2023-01-01 10:00:00,0,0,0,50,20,0,0,70.27,True,12.0713023567,12.403923475100001,12.8437601077,12.9744795061,12.0335924929,9.2896435538,7.9359295598,7.2421534244,6.8346308222,6.6940343051,6.1775585477,5.6453220792,5.2980072223,5.1513137183,5.3267850004,5.3627877077,5.1826522308,483.8312776229,425.1459771578,176.248880233,83.9415747746,25.6338124211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.5898663835,623.7696944097,37.1267075564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.6835607044,125.0910980178,161.1892595517,83.9415747746,25.6338124211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 11:00:00,0,0,0,50,20,0,0,140.99,True,11.8365949462,12.1627487723,12.5940334762,12.7222112423,11.7996182912,9.1090211058,7.7816279425,7.1013411884,6.7017422196,6.5638793797,6.0574456778,5.5355577068,5.1949958389,5.0511545584,5.2232140785,5.2585167701,5.081883743,474.4239425306,416.8796850531,172.8219991018,82.3094634197,25.1354034213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.7041805061,611.6414778038,36.4048373611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.8425883975,122.6588991697,158.0551889614,82.3094634197,25.1354034213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 12:00:00,0,0,0,50,20,0,0,115.24,True,12.3695310336,12.7103697539,13.161072811,13.2950217096,12.3308895253,9.5191497019,8.1319914016,7.4210751157,7.0034844262,6.8594143888,6.3301787918,5.784793106,5.4288976298,5.2785799759,5.4583863799,5.4952785555,5.3106927249,495.7846160054,435.6494604215,180.6032132462,86.0154011146,26.2671109449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.5042176427,639.1802942922,38.043944864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0227741713,128.1815477105,165.1715357132,86.0154011146,26.2671109449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 13:00:00,0,0,0,50,20,0,0,77.39,True,12.3544612939,12.694884772,13.1450387398,13.2788244491,12.3158668624,9.507552568,8.1220842359,7.4120340559,6.9949521151,6.8510575975,6.3224667656,5.7777455206,5.4222836301,5.2721491075,5.4517364542,5.4885836843,5.3042227337,495.1806040106,435.1187107953,180.3831852268,85.9106089683,26.2351098509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.5484599564,638.4015840375,37.9975961104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.9045717958,128.0253847522,164.9703080317,85.9106089683,26.2351098509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 14:00:00,0,0,0,50,20,0,0,37.32,True,12.3335831115,12.6734312976,13.1228245364,13.2563841572,12.2950539019,9.4914854638,8.1083584771,7.3995082326,6.9831311313,6.8394797855,6.3117822355,5.7679815315,5.4131203469999996,5.2632395413,5.4425233979,5.4793083587,5.2952589653,494.3437831483,434.383390365,180.0783501598,85.7654260001,26.1907743356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.2243174262,637.3227296564,37.9333828094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.7408097933,127.8090307351,164.6915196577,85.7654260001,26.1907743356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 15:00:00,0,0,0,50,20,0,0,141.75,True,11.6699670973,11.991529543,12.4167429026,12.5431162659,11.6335109755,8.980790259,7.6720832693,7.0013731476,6.607399472,6.4714773751,5.9721729158,5.4576317427,5.1218640822,4.9800477053000005,5.1496850838,5.1844908071999996,5.0103443045,467.745312284,411.0111252605,170.3891239304,81.1507645795,24.7815636369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.136257607,603.0311887616,35.8923538498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.5356111069,120.9321873397,155.8301912937,81.1507645795,24.7815636369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 16:00:00,0,0,0,50,20,0,0,64.8,True,11.9322234707,12.2610123122,12.6957813897,12.8249947113,11.8949480792,9.182613406,7.8444961578,7.1587133282,6.7558859766,6.616909335,6.1063841263,5.5802797927,5.236966506,5.0919631237,5.2654127224,5.3010006265000005,5.1229405711,478.2568405751,420.2476797649,174.2182378727,82.9744462612,25.3384737767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756.7691623241,616.5829641287,36.698954115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.5926689555,123.6498674,159.3321258324,82.9744462612,25.3384737767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 17:00:00,0,0,0,50,20,0,0,52.25,True,11.5249171135,11.8424827503,12.2624109887,12.3872136146,11.4889141172,8.8691649673,7.5767243412,6.9143507033,6.5252738603000005,6.3910411853,5.8979427507,5.3897969845,5.0582026943,4.9181490013,5.0856778993,5.1200510105,4.9480690338,461.9315469657,405.9025284179,168.2712996502,80.1421141702,24.4735451674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.9368527337,595.5359093457,35.4462355958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.3978839137,119.4290801184,153.893324931,80.1421141702,24.4735451674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 18:00:00,0,0,0,50,20,0,0,58.24,True,12.4594030255,12.8027181415,13.2566958242,13.3916179411,12.4204807637,9.58831198,8.1910751505,7.4749936354,7.0543689014,6.9092521096,6.3761713015,5.8268230647,5.4683417965,5.3169319955,5.4980447999,5.535205019,5.3492780627,499.3867857933,438.8147125769,181.9154028893,86.6403541067,26.4579571116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790.2041068688,643.8243188762,38.3203567259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7277022683,129.1128628091,166.3716050509,86.6403541067,26.4579571116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 19:00:00,0,0,0,50,20,0,0,98.75,True,12.3449405263,12.6851016626,13.1349087264,13.2685913359,12.306375837000001,9.500225725,8.1158250819,7.4063220906,6.9895615674,6.8457779398,6.317594458,5.7732929936,5.4181050342,5.2680862103,5.4475351609,5.4843539952,5.3001351195,494.7990010162,434.783393536,180.2441758168,85.8444033347,26.2148921841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.9446308965,637.9096100907,37.9683138721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.829893841,127.9267240417,164.8431763084,85.8444033347,26.2148921841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 20:00:00,0,0,0,50,20,0,0,114.94,True,11.9415572213,12.2706032514,12.7057124187,12.8350268149,11.9042526719,9.1897963273,7.8506323629,7.164313093,6.7611706375,6.6220852841,6.1111607269,5.5846448585,5.2410630216,5.0959462132,5.2695314895,5.3051472315,5.1269478921000005,478.6309477204,420.5764103684,174.3545167131,83.0393514138,25.3582943068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.3611303358,617.0652742036,36.7276611606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.665880007,123.7465901126,159.4567603001,83.0393514138,25.3582943068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 21:00:00,0,0,0,50,20,0,0,44.84,True,12.4704760573,12.8140962874,13.2684774332,13.4035194593,12.4315192042,9.5968333901,8.1983547959,7.4816368784,7.0606383231,6.9153925618,6.3818379894,5.8320015309,5.47320167,5.3216573067,5.5029310713,5.5401243158,5.3540321208,499.8306052732,439.2046999035,182.0770763693,86.7173538952,26.4814710633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790.906384113,644.3965041692,38.3544131352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.8145557038,129.2276091445,166.5194643081,86.7173538952,26.4814710633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 22:00:00,0,0,0,50,20,0,0,64.8,True,11.511374526800001,11.8285670017,12.248001795,12.372657769,11.4754138366,8.8587430759,7.5678211582,6.9062258558,6.5176062054,6.3835312632,5.8910122539,5.3834635947,5.052258951,4.9123698309,5.0797018707,5.1140345911,4.9422547053,461.3887449706,405.4255644528,168.0735690605,80.0479415601,24.4447870338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0779506203,594.8361128458,35.4045837807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.2916600542,119.2887425654,153.7124894709,80.0479415601,24.4447870338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 23:00:00,0,0,0,50,20,0,0,64.87,True,11.6423093892,11.963109735,12.3873153431,12.513389202799999,11.605939668,8.9595058738,7.6539005069,6.9847799616,6.5917399997,6.4561400369,5.9580189243,5.4446972087,5.1097253143,4.9682450408,5.1374803804999996,5.1722036146,4.9984698374,466.6367604603,410.0370329062,169.9853033702,80.9584380597,24.722831573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.3821419022,601.6020107315,35.8072893216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.3186726022,120.6455792363,155.4608752616,80.9584380597,24.722831573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 00:00:00,0,0,0,50,20,0,0,81.82,True,12.5799468569,12.9265835221,13.3849534063,13.521180885,12.540648025,9.681078211300001,8.2703232156,7.5473136631,7.122619415,6.9760986287,6.437860302,5.8831971603,5.5212476115,5.3683729315,5.5512379893,5.5887577309,5.4010319446,504.2183171594,443.0602134753,183.6754213761,87.4785933239,26.7139359506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.8492749761,650.0532730244,38.6911034312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.6732107845,130.3620205044,167.9812384074,87.4785933239,26.7139359506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 01:00:00,0,0,0,50,20,0,0,58.92,True,12.6016352949,12.9488695785,13.4080297146,13.5444920561,12.56226871,9.6977688593,8.2845816536,7.5603255977,7.1348991561,6.9881257608,6.4489594851,5.8933400772999995,5.5307665099,5.3776282666,5.5608085926,5.5983930201,5.4103435854,505.0876139735,443.8240707548,183.9920867038,87.6294106582,26.7599920708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.2248057914,651.1739963698,38.7578087685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.8433281818,130.5867709454,168.2708462031,87.6294106582,26.7599920708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 02:00:00,0,0,0,50,20,0,0,147.37,True,12.338346147,12.6783255771,13.1278923645,13.2615035639,12.2998020581,9.495150926,8.1114897974,7.4023658061,6.9858279066,6.8421210849000005,6.3142197464,5.7702090351,5.4152108088,5.2652721215,5.4446252147,5.4814243812,5.2973039109,494.5346909292,434.5511423869,180.1478935816,85.7985472565,26.2008888001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.526400134,637.5688536539,37.9480320843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.7781695699,127.8583885692,164.755120928,85.7985472565,26.2008888001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 03:00:00,0,0,0,50,20,0,0,8.79,True,12.4762422012,12.8200213157,13.2746125598,13.4097170272,12.4372673351,9.6012708087,8.2021455809,7.4850962648,7.0639030466,6.9185901261,6.3847888468,5.8346981529,5.4757323888,5.3241179539,5.5054755365,5.5426859786,5.3565077376,500.0617187589,439.4077809635,182.1612658274,86.7574505794,26.4937156618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791.2720862717,644.6944625589,38.3721475877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.8597835524,129.2873618745,166.5964601812,86.7574505794,26.4937156618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 04:00:00,0,0,0,50,20,0,0,5.86,True,11.7055739911,12.0281175741,12.4546283261,12.5813872743,11.669006636,9.008192054,7.6954919947,7.0227354315,6.6275596806,6.4912228641,5.9903949489,5.4742838303,5.1374916901,4.9952426093,5.165397578,5.2003094991,5.0256316482,469.172476348,412.2651844514,170.9090077821,81.3983682474,24.8571760613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.3945290243,604.8711311822,36.0018670319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.8149005649,121.3011703469,156.3056535661,81.3983682474,24.8571760613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 05:00:00,0,0,0,50,20,0,0,68.91,True,12.5100379875,12.8547483348,13.3105709808,13.4460414207,12.4709575458,9.6272788399,8.2243636458,7.5053719784,7.0830378273,6.9373312814,6.4020840352,5.8505032494,5.4905651148,5.338539985,5.520388831,5.5577000692,5.3710175065,501.4162916115,440.5980537418,182.6547063293,86.992460145,26.5654821391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793.4154930691,646.4408182275,38.4760904961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.1248672434,129.637576946,167.0477385611,86.992460145,26.5654821391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 06:00:00,0,0,0,50,20,0,0,85.38,True,12.3995814099,12.7412481593,13.1930461485,13.3273204608,12.3608460264,9.5422753992,8.1517471548,7.4391037781,7.0204985993,6.8760785601,6.345557245,5.7988466064,5.4420865224,5.2914036888,5.4716469121,5.5086287131,5.3235944521,496.9890686415,436.7078215002,181.041968321,86.2243658006,26.3309239193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786.4100818878,640.7331105062,38.1363683241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.2584800249,128.4929502794,165.5728012732,86.2243658006,26.3309239193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 07:00:00,0,0,0,50,20,0,0,56.97,True,12.1677649139,12.5030440292,12.9463954247,13.0781594102,12.1297537082,9.3638776958,7.9993460858,7.3000259404,6.8892467988,6.7475267658,6.2269238172,5.6904342127,5.3403439404,5.1924781992,5.3693516835,5.4056420909,5.2240671397,487.6976046284,428.543346135,177.6572964245,84.6123573231,25.8386538726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771.7077444795,628.7542783469,37.4233894756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.4401831566,126.0907090657,162.4773333411,84.6123573231,25.8386538726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 08:00:00,0,0,0,50,20,0,0,120.48,True,12.3659877806,12.7067288676,13.1573028208,13.2912133497,12.3273573412,9.5164229408,8.1296619921,7.4189493482,7.0014782776,6.8574495091,6.3283655116,5.7831360516,5.4273425217,5.2770679263,5.4568228248,5.4937044326,5.3091714765999996,495.6425984683,435.5246686038,180.5514794435,85.9907619971,26.2595867292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.279496356,638.9972010533,38.0330471734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.9949819911,128.1448300974,165.1242223155,85.9907619971,26.2595867292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
