,Tamb_forecast_1,Tamb_forecast_2,Tamb_forecast_3,Tamb_forecast_4,Tamb_forecast_5,Tamb_forecast_6,Tamb_forecast_7,Tamb_forecast_8,Tamb_forecast_9,Tamb_forecast_10,Tamb_forecast_11,Tamb_forecast_12,Tamb_forecast_13,Tamb_forecast_14,Tamb_forecast_15,Tamb_forecast_16,Tamb_forecast_17,Tamb_forecast_18,Tamb_forecast_19,Tamb_forecast_20,Tamb_forecast_21,Tamb_forecast_22,Tamb_forecast_23,clear_sky_forecast_1,clear_sky_forecast_2,clear_sky_forecast_3,clear_sky_forecast_4,clear_sky_forecast_5,clear_sky_forecast_6,clear_sky_forecast_7,clear_sky_forecast_8,clear_sky_forecast_9,clear_sky_forecast_10,clear_sky_forecast_11,clear_sky_forecast_12,clear_sky_forecast_13,clear_sky_forecast_14,clear_sky_forecast_15,clear_sky_forecast_16,clear_sky_forecast_17,clear_sky_forecast_18,clear_sky_forecast_19,clear_sky_forecast_20,clear_sky_forecast_21,clear_sky_forecast_22,clear_sky_forecast_23,cloud_cover_forecast_1,cloud_cover_forecast_2,cloud_cover_forecast_3,cloud_cover_forecast_4,cloud_cover_forecast_5,cloud_cover_forecast_6,cloud_cover_forecast_7,cloud_cover_forecast_8,cloud_cover_forecast_9,cloud_cover_forecast_10,cloud_cover_forecast_11,cloud_cover_forecast_12,cloud_cover_forecast_13,cloud_cover_forecast_14,cloud_cover_forecast_15,cloud_cover_forecast_16,cloud_cover_forecast_17,cloud_cover_forecast_18,cloud_cover_forecast_19,cloud_cover_forecast_20,cloud_cover_forecast_21,cloud_cover_forecast_22,cloud_cover_forecast_23,Ppv_dminus1_forecast_1,Ppv_dminus1_forecast_2,Ppv_dminus1_forecast_3,Ppv_dminus1_forecast_4,Ppv_dminus1_forecast_5,Ppv_dminus1_forecast_6,Ppv_dminus1_forecast_7,Ppv_dminus1_forecast_8,Ppv_dminus1_forecast_9,Ppv_dminus1_forecast_10,Ppv_dminus1_forecast_11,Ppv_dminus1_forecast_12,Ppv_dminus1_forecast_13,Ppv_dminus1_forecast_14,Ppv_dminus1_forecast_15,Ppv_dminus1_forecast_16,Ppv_dminus1_forecast_17,Ppv_dminus1_forecast_18,Ppv_dminus1_forecast_19,Ppv_dminus1_forecast_20,Ppv_dminus1_forecast_21,Ppv_dminus1_forecast_22,Ppv_dminus1_forecast_23,Ppv_forecast_1,Ppv_forecast_2,Ppv_forecast_3,Ppv_forecast_4,Ppv_forecast_5,Ppv_forecast_6,Ppv_forecast_7,Ppv_forecast_8,Ppv_forecast_9,Ppv_forecast_10,Ppv_forecast_11,Ppv_forecast_12,Ppv_forecast_13,Ppv_forecast_14,Ppv_forecast_15,Ppv_forecast_16,Ppv_forecast_17,Ppv_forecast_18,Ppv_forecast_19,Ppv_forecast_20,Ppv_forecast_21,Ppv_forecast_22,Ppv_forecast_23
7/26/2018 3:00,13.3,13.3,13.3,13.3,13.3,13.9,15,17.8,20,22.8,23.9,24.4,24.4,24.4,23.3,22.8,21.1,18.9,16.7,15.6,14.4,13.9,13.3,0,0,0,0,95.9095045,287.5733108,489.0272838,671.1594066,817.4073324,916.22541,960.1975376,946.0800229,874.8921736,751.8865667,586.4428686,392.2724996,190.0016823,29.50340188,0,0,0,0,0,24,24,71,71,71,40,40,40,11,11,11,11,11,11,16,16,16,16,16,16,57,57,57,0,0,19.30601419,249.468011,430.3927967,1563.726209,2140.080686,2404.037632,2554.893036,2599.588492,2520.861054,2250.349111,1877.666331,1316.687662,768.5679155,203.3281101,9.585221609,2.855610948,3.176246474,0,0,0,0,0,0,23.58213258,196.347689,515.4536251,1390.284927,2143.692935,2429.973808,2576.825339,2647.150484,2410.321521,2284.7016,1902.073311,1351.799192,732.7408128,128.5689719,8.464781121,2.928547232,2.101070329,3.785709606,0,0,0
7/26/2018 4:00,13.3,13.3,13.3,13.3,13.9,15,17.8,20,22.8,23.9,24.4,24.4,24.4,23.3,22.8,21.7,19.4,16.7,15.6,14.4,13.9,13.3,13.9,0,0,0,95.9095045,287.5733108,489.0272838,671.1594066,817.4073324,916.22541,960.1975376,946.0800229,874.8921736,751.8865667,586.4428686,392.2724996,190.0016823,29.50340188,0,0,0,0,0,0,24,71,71,71,40,40,40,11,11,11,11,11,11,16,16,16,16,16,16,57,57,57,57,0,19.30601419,249.468011,430.3927967,1563.726209,2140.080686,2404.037632,2554.893036,2599.588492,2520.861054,2250.349111,1877.666331,1316.687662,768.5679155,203.3281101,9.585221609,2.855610948,3.176246474,0,0,0,0,0,0,23.58213258,196.347689,515.4536251,1390.284927,2143.692935,2429.973808,2576.825339,2647.150484,2410.321521,2284.7016,1902.073311,1351.799192,732.7408128,128.5689719,8.464781121,2.928547232,2.101070329,3.785709606,0,0,0,0
7/26/2018 5:00,13.3,13.3,13.9,15,17.8,20,22.8,23.9,24.4,24.4,24.4,23.3,22.8,21.7,19.4,16.7,15.6,14.4,13.9,13.3,13.9,13.3,12.8,0,95.9095045,287.5733108,489.0272838,671.1594066,817.4073324,916.22541,960.1975376,946.0800229,874.8921736,751.8865667,586.4428686,392.2724996,190.0016823,29.50340188,0,0,0,0,0,0,0,0,71,71,40,40,40,11,11,11,11,11,11,16,16,16,16,16,16,57,57,57,57,57,57,19.30601419,249.468011,430.3927967,1563.726209,2140.080686,2404.037632,2554.893036,2599.588492,2520.861054,2250.349111,1877.666331,1316.687662,768.5679155,203.3281101,9.585221609,2.855610948,3.176246474,0,0,0,0,0,0,23.58213258,196.347689,515.4536251,1390.284927,2143.692935,2429.973808,2576.825339,2647.150484,2410.321521,2284.7016,1902.073311,1351.799192,732.7408128,128.5689719,8.464781121,2.928547232,2.101070329,3.785709606,0,0,0,0,0
7/26/2018 6:00,13.3,13.9,15,17.8,20,22.8,23.9,24.4,24.4,24.4,23.3,22.8,21.7,19.4,16.7,15.6,14.4,13.9,13.3,13.9,13.3,12.8,12.8,95.9095045,287.5733108,489.0272838,671.1594066,817.4073324,916.22541,960.1975376,946.0800229,874.8921736,751.8865667,586.4428686,392.2724996,190.0016823,29.50340188,0,0,0,0,0,0,0,0,0,71,40,40,40,11,11,11,11,11,11,16,16,16,16,16,16,57,57,57,57,57,57,66,249.468011,430.3927967,1563.726209,2140.080686,2404.037632,2554.893036,2599.588492,2520.861054,2250.349111,1877.666331,1316.687662,768.5679155,203.3281101,9.585221609,2.855610948,3.176246474,0,0,0,0,0,0,0,196.347689,515.4536251,1390.284927,2143.692935,2429.973808,2576.825339,2647.150484,2410.321521,2284.7016,1902.073311,1351.799192,732.7408128,128.5689719,8.464781121,2.928547232,2.101070329,3.785709606,0,0,0,0,0,0
7/26/2018 7:00,13.9,15,17.8,20,22.8,23.9,24.4,24.4,24.4,23.3,22.8,21.7,19.4,16.7,15.6,14.4,13.9,13.3,13.9,13.3,12.8,12.8,12.8,287.5733108,489.0272838,671.1594066,817.4073324,916.22541,960.1975376,946.0800229,874.8921736,751.8865667,586.4428686,392.2724996,190.0016823,29.50340188,0,0,0,0,0,0,0,0,0,0,40,40,40,11,11,11,11,11,11,16,16,16,16,16,16,57,57,57,57,57,57,66,66,430.3927967,1563.726209,2140.080686,2404.037632,2554.893036,2599.588492,2520.861054,2250.349111,1877.666331,1316.687662,768.5679155,203.3281101,9.585221609,2.855610948,3.176246474,0,0,0,0,0,0,0,23.58213258,515.4536251,1390.284927,2143.692935,2429.973808,2576.825339,2647.150484,2410.321521,2284.7016,1902.073311,1351.799192,732.7408128,128.5689719,8.464781121,2.928547232,2.101070329,3.785709606,0,0,0,0,0,0,7.412379121
7/26/2018 8:00,15,17.8,20,22.8,23.9,24.4,24.4,24.4,23.3,22.8,21.7,19.4,16.7,15.6,14.4,13.9,13.3,13.9,13.3,12.8,12.8,12.8,12.8,489.0272838,671.1594066,817.4073324,916.22541,960.1975376,946.0800229,874.8921736,751.8865667,586.4428686,392.2724996,190.0016823,29.50340188,0,0,0,0,0,0,0,0,0,0,93.94818543,40,40,11,11,11,11,11,11,16,16,16,16,16,16,57,57,57,57,57,57,66,66,66,1563.726209,2140.080686,2404.037632,2554.893036,2599.588492,2520.861054,2250.349111,1877.666331,1316.687662,768.5679155,203.3281101,9.585221609,2.855610948,3.176246474,0,0,0,0,0,0,0,23.58213258,196.347689,1390.284927,2143.692935,2429.973808,2576.825339,2647.150484,2410.321521,2284.7016,1902.073311,1351.799192,732.7408128,128.5689719,8.464781121,2.928547232,2.101070329,3.785709606,0,0,0,0,0,0,7.412379121,137.9992686
7/26/2018 9:00,15,17.8,20,22.8,23.9,24.4,24.4,24.4,23.3,22.8,21.7,19.4,16.7,15.6,14.4,13.9,13.3,13.9,13.3,12.8,12.8,12.8,12.8,489.0272838,671.1594066,817.4073324,916.22541,960.1975376,946.0800229,874.8921736,751.8865667,586.4428686,392.2724996,190.0016823,29.50340188,0,0,0,0,0,0,0,0,0,0,93.94818543,40,40,11,11,11,11,11,11,16,16,16,16,16,16,57,57,57,57,57,57,66,66,66,2140.080686,2404.037632,2554.893036,2599.588492,2520.861054,2250.349111,1877.666331,1316.687662,768.5679155,203.3281101,9.585221609,2.855610948,3.176246474,0,0,0,0,0,0,0,23.58213258,196.347689,515.4536251,2143.692935,2429.973808,2576.825339,2647.150484,2410.321521,2284.7016,1902.073311,1351.799192,732.7408128,128.5689719,8.464781121,2.928547232,2.101070329,3.785709606,0,0,0,0,0,0,7.412379121,137.9992686,388.8987689
7/26/2018 10:00,18.3,21.1,24.4,26.1,26.7,26.1,26.1,25.6,25,22.8,20.6,17.2,16.1,15,13.9,13.9,13.9,13.3,12.8,12.8,12.8,12.8,13.3,671.1594066,817.4073324,916.22541,960.1975376,946.0800229,874.8921736,751.8865667,586.4428686,392.2724996,190.0016823,29.50340188,0,0,0,0,0,0,0,0,0,0,93.94818543,285.4509596,40,11,11,11,11,11,11,16,16,16,16,16,16,57,57,57,57,57,57,66,66,66,66,2404.037632,2554.893036,2599.588492,2520.861054,2250.349111,1877.666331,1316.687662,768.5679155,203.3281101,9.585221609,2.855610948,3.176246474,0,0,0,0,0,0,0,23.58213258,196.347689,515.4536251,1390.284927,2429.973808,2576.825339,2647.150484,2410.321521,2284.7016,1902.073311,1351.799192,732.7408128,128.5689719,8.464781121,2.928547232,2.101070329,3.785709606,0,0,0,0,0,0,7.412379121,137.9992686,388.8987689,1077.399802
7/26/2018 11:00,21.1,24.4,26.1,26.7,26.1,26.1,25.6,25,22.8,20.6,17.2,16.1,15,13.9,13.9,13.9,13.3,12.8,12.8,12.8,12.8,13.3,14.4,817.4073324,916.22541,960.1975376,946.0800229,874.8921736,751.8865667,586.4428686,392.2724996,190.0016823,29.50340188,0,0,0,0,0,0,0,0,0,0,93.94818543,285.4509596,487.1201587,11,11,11,11,11,11,16,16,16,16,16,16,57,57,57,57,57,57,66,66,66,66,66,2554.893036,2599.588492,2520.861054,2250.349111,1877.666331,1316.687662,768.5679155,203.3281101,9.585221609,2.855610948,3.176246474,0,0,0,0,0,0,0,23.58213258,196.347689,515.4536251,1390.284927,2143.692935,2576.825339,2647.150484,2410.321521,2284.7016,1902.073311,1351.799192,732.7408128,128.5689719,8.464781121,2.928547232,2.101070329,3.785709606,0,0,0,0,0,0,7.412379121,137.9992686,388.8987689,1077.399802,1971.975351
7/26/2018 12:00,24.4,26.1,26.7,26.1,26.1,25.6,25,22.8,20.6,17.2,16.1,15,13.9,13.9,13.9,13.3,12.8,12.8,12.8,12.8,13.3,14.4,16.7,916.22541,960.1975376,946.0800229,874.8921736,751.8865667,586.4428686,392.2724996,190.0016823,29.50340188,0,0,0,0,0,0,0,0,0,0,93.94818543,285.4509596,487.1201587,669.5013695,11,11,11,11,11,16,16,16,16,16,16,57,57,57,57,57,57,66,66,66,66,66,66,2599.588492,2520.861054,2250.349111,1877.666331,1316.687662,768.5679155,203.3281101,9.585221609,2.855610948,3.176246474,0,0,0,0,0,0,0,23.58213258,196.347689,515.4536251,1390.284927,2143.692935,2429.973808,2647.150484,2410.321521,2284.7016,1902.073311,1351.799192,732.7408128,128.5689719,8.464781121,2.928547232,2.101070329,3.785709606,0,0,0,0,0,0,7.412379121,137.9992686,388.8987689,1077.399802,1971.975351,2504.650664
7/26/2018 13:00,26.1,26.7,26.1,26.1,25.6,25,22.8,20.6,17.2,16.1,15,13.9,13.9,13.9,13.3,12.8,12.8,12.8,12.8,13.3,14.4,16.7,19.4,960.1975376,946.0800229,874.8921736,751.8865667,586.4428686,392.2724996,190.0016823,29.50340188,0,0,0,0,0,0,0,0,0,0,93.94818543,285.4509596,487.1201587,669.5013695,815.9585271,11,11,11,11,16,16,16,16,16,16,57,57,57,57,57,57,66,66,66,66,66,66,11,2520.861054,2250.349111,1877.666331,1316.687662,768.5679155,203.3281101,9.585221609,2.855610948,3.176246474,0,0,0,0,0,0,0,23.58213258,196.347689,515.4536251,1390.284927,2143.692935,2429.973808,2576.825339,2410.321521,2284.7016,1902.073311,1351.799192,732.7408128,128.5689719,8.464781121,2.928547232,2.101070329,3.785709606,0,0,0,0,0,0,7.412379121,137.9992686,388.8987689,1077.399802,1971.975351,2504.650664,2672.766972
7/26/2018 14:00,26.1,26.1,25.6,25,22.8,20.6,17.2,16.1,15,13.9,13.9,13.9,13.3,12.8,12.8,12.8,12.8,13.3,14.4,16.7,19.4,21.7,22.8,874.8921736,751.8865667,586.4428686,392.2724996,190.0016823,29.50340188,0,0,0,0,0,0,0,0,0,0,93.94818543,285.4509596,487.1201587,669.5013695,815.9585271,914.9159784,958.9425595,11,11,16,16,16,16,16,16,57,57,57,57,57,57,66,66,66,66,66,66,11,11,11,2250.349111,1877.666331,1316.687662,768.5679155,203.3281101,9.585221609,2.855610948,3.176246474,0,0,0,0,0,0,0,23.58213258,196.347689,515.4536251,1390.284927,2143.692935,2429.973808,2576.825339,2647.150484,2284.7016,1902.073311,1351.799192,732.7408128,128.5689719,8.464781121,2.928547232,2.101070329,3.785709606,0,0,0,0,0,0,7.412379121,137.9992686,388.8987689,1077.399802,1971.975351,2504.650664,2672.766972,2701.54155
7/26/2018 15:00,26.1,26.1,25.6,25,22.8,20.6,17.2,16.1,15,13.9,13.9,13.9,13.3,12.8,12.8,12.8,12.8,13.3,14.4,16.7,19.4,21.7,22.8,874.8921736,751.8865667,586.4428686,392.2724996,190.0016823,29.50340188,0,0,0,0,0,0,0,0,0,0,93.94818543,285.4509596,487.1201587,669.5013695,815.9585271,914.9159784,958.9425595,11,11,16,16,16,16,16,16,57,57,57,57,57,57,66,66,66,66,66,66,11,11,11,1877.666331,1316.687662,768.5679155,203.3281101,9.585221609,2.855610948,3.176246474,0,0,0,0,0,0,0,23.58213258,196.347689,515.4536251,1390.284927,2143.692935,2429.973808,2576.825339,2647.150484,2410.321521,1902.073311,1351.799192,732.7408128,128.5689719,8.464781121,2.928547232,2.101070329,3.785709606,0,0,0,0,0,0,7.412379121,137.9992686,388.8987689,1077.399802,1971.975351,2504.650664,2672.766972,2701.54155,2579.518226
7/26/2018 16:00,25.6,25,22.8,20.6,17.2,16.1,15,14.4,13.9,13.9,13.3,12.8,12.8,12.8,13.3,13.3,14.4,16.7,18.9,21.1,22.8,23.3,23.3,586.4428686,392.2724996,190.0016823,29.50340188,0,0,0,0,0,0,0,0,0,0,93.94818543,285.4509596,487.1201587,669.5013695,815.9585271,914.9159784,958.9425595,944.7889559,873.4772672,17,17,17,17,17,17,56,56,56,100,100,100,100,100,100,71,71,71,3,3,3,3,3,1316.687662,768.5679155,203.3281101,9.585221609,2.855610948,3.176246474,0,0,0,0,0,0,0,23.58213258,196.347689,515.4536251,1390.284927,2143.692935,2429.973808,2576.825339,2647.150484,2410.321521,2284.7016,1351.799192,732.7408128,128.5689719,8.464781121,2.928547232,2.101070329,3.785709606,0,0,0,0,0,0,7.412379121,137.9992686,388.8987689,1077.399802,1971.975351,2504.650664,2672.766972,2701.54155,2579.518226,2307.45025
7/26/2018 17:00,25.6,25,22.8,20.6,17.2,16.1,15,14.4,13.9,13.9,13.3,12.8,12.8,12.8,13.3,13.3,14.4,16.7,18.9,21.1,22.8,23.3,23.3,586.4428686,392.2724996,190.0016823,29.50340188,0,0,0,0,0,0,0,0,0,0,93.94818543,285.4509596,487.1201587,669.5013695,815.9585271,914.9159784,958.9425595,944.7889559,873.4772672,17,17,17,17,17,17,56,56,56,100,100,100,100,100,100,71,71,71,3,3,3,3,3,768.5679155,203.3281101,9.585221609,2.855610948,3.176246474,0,0,0,0,0,0,0,23.58213258,196.347689,515.4536251,1390.284927,2143.692935,2429.973808,2576.825339,2647.150484,2410.321521,2284.7016,1902.073311,732.7408128,128.5689719,8.464781121,2.928547232,2.101070329,3.785709606,0,0,0,0,0,0,7.412379121,137.9992686,388.8987689,1077.399802,1971.975351,2504.650664,2672.766972,2701.54155,2579.518226,2307.45025,1905.199771
7/26/2018 18:00,25,22.8,20.6,17.2,16.1,15,14.4,13.9,13.9,13.3,12.8,12.8,12.8,13.3,13.3,14.4,16.7,18.9,21.1,22.8,23.3,23.3,22.8,392.2724996,190.0016823,29.50340188,0,0,0,0,0,0,0,0,0,0,93.94818543,285.4509596,487.1201587,669.5013695,815.9585271,914.9159784,958.9425595,944.7889559,873.4772672,750.2715271,17,17,17,17,17,56,56,56,100,100,100,100,100,100,71,71,71,3,3,3,3,3,3,203.3281101,9.585221609,2.855610948,3.176246474,0,0,0,0,0,0,0,23.58213258,196.347689,515.4536251,1390.284927,2143.692935,2429.973808,2576.825339,2647.150484,2410.321521,2284.7016,1902.073311,1351.799192,128.5689719,8.464781121,2.928547232,2.101070329,3.785709606,0,0,0,0,0,0,7.412379121,137.9992686,388.8987689,1077.399802,1971.975351,2504.650664,2672.766972,2701.54155,2579.518226,2307.45025,1905.199771,1327.466704
7/26/2018 19:00,22.8,20.6,17.2,16.1,15,14.4,13.9,13.9,13.3,12.8,12.8,12.8,13.3,13.3,14.4,16.7,18.9,21.1,22.8,23.3,23.3,22.8,22.2,190.0016823,29.50340188,0,0,0,0,0,0,0,0,0,0,93.94818543,285.4509596,487.1201587,669.5013695,815.9585271,914.9159784,958.9425595,944.7889559,873.4772672,750.2715271,584.574052,17,17,17,17,56,56,56,100,100,100,100,100,100,71,71,71,3,3,3,3,3,3,15,9.585221609,2.855610948,3.176246474,0,0,0,0,0,0,0,23.58213258,196.347689,515.4536251,1390.284927,2143.692935,2429.973808,2576.825339,2647.150484,2410.321521,2284.7016,1902.073311,1351.799192,732.7408128,8.464781121,2.928547232,2.101070329,3.785709606,0,0,0,0,0,0,7.412379121,137.9992686,388.8987689,1077.399802,1971.975351,2504.650664,2672.766972,2701.54155,2579.518226,2307.45025,1905.199771,1327.466704,710.1772402
7/26/2018 20:00,20.6,17.2,16.1,15,14.4,13.9,13.9,13.3,12.8,12.8,12.8,13.3,13.3,14.4,16.7,18.9,21.1,22.8,23.3,23.3,22.8,22.2,21.7,29.50340188,0,0,0,0,0,0,0,0,0,0,93.94818543,285.4509596,487.1201587,669.5013695,815.9585271,914.9159784,958.9425595,944.7889559,873.4772672,750.2715271,584.574052,390.14257,17,17,17,56,56,56,100,100,100,100,100,100,71,71,71,3,3,3,3,3,3,15,15,2.855610948,3.176246474,0,0,0,0,0,0,0,23.58213258,196.347689,515.4536251,1390.284927,2143.692935,2429.973808,2576.825339,2647.150484,2410.321521,2284.7016,1902.073311,1351.799192,732.7408128,128.5689719,2.928547232,2.101070329,3.785709606,0,0,0,0,0,0,7.412379121,137.9992686,388.8987689,1077.399802,1971.975351,2504.650664,2672.766972,2701.54155,2579.518226,2307.45025,1905.199771,1327.466704,710.1772402,153.3818544
7/26/2018 21:00,17.2,16.1,15,14.4,13.9,13.9,13.3,12.8,12.8,12.8,13.3,13.3,14.4,16.7,18.9,21.1,22.8,23.3,23.3,22.8,22.2,21.7,20.6,0,0,0,0,0,0,0,0,0,0,93.94818543,285.4509596,487.1201587,669.5013695,815.9585271,914.9159784,958.9425595,944.7889559,873.4772672,750.2715271,584.574052,390.14257,187.7499108,17,17,56,56,56,100,100,100,100,100,100,71,71,71,3,3,3,3,3,3,15,15,15,3.176246474,0,0,0,0,0,0,0,23.58213258,196.347689,515.4536251,1390.284927,2143.692935,2429.973808,2576.825339,2647.150484,2410.321521,2284.7016,1902.073311,1351.799192,732.7408128,128.5689719,8.464781121,2.101070329,3.785709606,0,0,0,0,0,0,7.412379121,137.9992686,388.8987689,1077.399802,1971.975351,2504.650664,2672.766972,2701.54155,2579.518226,2307.45025,1905.199771,1327.466704,710.1772402,153.3818544,3.018991537
7/26/2018 22:00,16.1,15,14.4,13.9,13.9,13.3,12.8,12.8,12.8,13.3,13.3,14.4,16.7,18.9,21.1,22.8,23.3,23.3,22.8,22.2,21.7,20.6,18.3,0,0,0,0,0,0,0,0,0,93.94818543,285.4509596,487.1201587,669.5013695,815.9585271,914.9159784,958.9425595,944.7889559,873.4772672,750.2715271,584.574052,390.14257,187.7499108,28.28426227,17,56,56,56,100,100,100,100,100,100,71,71,71,3,3,3,3,3,3,15,15,15,15,0,0,0,0,0,0,0,23.58213258,196.347689,515.4536251,1390.284927,2143.692935,2429.973808,2576.825339,2647.150484,2410.321521,2284.7016,1902.073311,1351.799192,732.7408128,128.5689719,8.464781121,2.928547232,3.785709606,0,0,0,0,0,0,7.412379121,137.9992686,388.8987689,1077.399802,1971.975351,2504.650664,2672.766972,2701.54155,2579.518226,2307.45025,1905.199771,1327.466704,710.1772402,153.3818544,3.018991537,7.58596566
7/26/2018 23:00,15,14.4,13.9,13.9,13.3,12.8,12.8,12.8,13.3,13.3,14.4,16.7,18.9,21.1,22.8,23.3,23.3,22.8,22.2,21.7,20.6,18.3,16.1,0,0,0,0,0,0,0,0,93.94818543,285.4509596,487.1201587,669.5013695,815.9585271,914.9159784,958.9425595,944.7889559,873.4772672,750.2715271,584.574052,390.14257,187.7499108,28.28426227,0,56,56,56,100,100,100,100,100,100,71,71,71,3,3,3,3,3,3,15,15,15,15,15,0,0,0,0,0,0,23.58213258,196.347689,515.4536251,1390.284927,2143.692935,2429.973808,2576.825339,2647.150484,2410.321521,2284.7016,1902.073311,1351.799192,732.7408128,128.5689719,8.464781121,2.928547232,2.101070329,0,0,0,0,0,0,7.412379121,137.9992686,388.8987689,1077.399802,1971.975351,2504.650664,2672.766972,2701.54155,2579.518226,2307.45025,1905.199771,1327.466704,710.1772402,153.3818544,3.018991537,7.58596566,2.142898478
7/27/2018 0:00,14.4,13.9,13.9,13.3,12.8,12.8,12.8,13.3,13.3,14.4,16.7,18.9,21.1,22.8,23.3,23.3,22.8,22.2,21.7,20.6,18.3,16.1,15,0,0,0,0,0,0,0,93.94818543,285.4509596,487.1201587,669.5013695,815.9585271,914.9159784,958.9425595,944.7889559,873.4772672,750.2715271,584.574052,390.14257,187.7499108,28.28426227,0,0,56,56,100,100,100,100,100,100,71,71,71,3,3,3,3,3,3,15,15,15,15,15,15,0,0,0,0,0,23.58213258,196.347689,515.4536251,1390.284927,2143.692935,2429.973808,2576.825339,2647.150484,2410.321521,2284.7016,1902.073311,1351.799192,732.7408128,128.5689719,8.464781121,2.928547232,2.101070329,3.785709606,0,0,0,0,0,7.412379121,137.9992686,388.8987689,1077.399802,1971.975351,2504.650664,2672.766972,2701.54155,2579.518226,2307.45025,1905.199771,1327.466704,710.1772402,153.3818544,3.018991537,7.58596566,2.142898478,0
7/27/2018 1:00,13.9,13.9,13.3,12.8,12.8,12.8,13.3,13.3,14.4,16.7,18.9,21.1,22.8,23.3,23.3,22.8,22.2,21.7,20.6,18.3,16.1,15,13.9,0,0,0,0,0,0,93.94818543,285.4509596,487.1201587,669.5013695,815.9585271,914.9159784,958.9425595,944.7889559,873.4772672,750.2715271,584.574052,390.14257,187.7499108,28.28426227,0,0,0,56,100,100,100,100,100,100,71,71,71,3,3,3,3,3,3,15,15,15,15,15,15,62,0,0,0,0,23.58213258,196.347689,515.4536251,1390.284927,2143.692935,2429.973808,2576.825339,2647.150484,2410.321521,2284.7016,1902.073311,1351.799192,732.7408128,128.5689719,8.464781121,2.928547232,2.101070329,3.785709606,0,0,0,0,0,7.412379121,137.9992686,388.8987689,1077.399802,1971.975351,2504.650664,2672.766972,2701.54155,2579.518226,2307.45025,1905.199771,1327.466704,710.1772402,153.3818544,3.018991537,7.58596566,2.142898478,0,3.828839086
7/27/2018 2:00,13.9,13.3,12.8,12.8,12.8,13.3,13.3,14.4,16.7,18.9,21.1,22.8,23.3,23.3,22.8,22.2,21.7,20.6,18.3,16.1,15,13.9,13.3,0,0,0,0,0,93.94818543,285.4509596,487.1201587,669.5013695,815.9585271,914.9159784,958.9425595,944.7889559,873.4772672,750.2715271,584.574052,390.14257,187.7499108,28.28426227,0,0,0,0,100,100,100,100,100,100,71,71,71,3,3,3,3,3,3,15,15,15,15,15,15,62,62,0,0,0,23.58213258,196.347689,515.4536251,1390.284927,2143.692935,2429.973808,2576.825339,2647.150484,2410.321521,2284.7016,1902.073311,1351.799192,732.7408128,128.5689719,8.464781121,2.928547232,2.101070329,3.785709606,0,0,0,0,0,7.412379121,137.9992686,388.8987689,1077.399802,1971.975351,2504.650664,2672.766972,2701.54155,2579.518226,2307.45025,1905.199771,1327.466704,710.1772402,153.3818544,3.018991537,7.58596566,2.142898478,0,3.828839086,2.915475947
7/27/2018 3:00,13.3,12.8,12.8,12.8,13.3,13.3,14.4,16.7,18.9,21.1,22.8,23.3,23.3,22.8,22.2,21.7,20.6,18.3,16.1,15,13.9,13.3,12.8,0,0,0,0,93.94818543,285.4509596,487.1201587,669.5013695,815.9585271,914.9159784,958.9425595,944.7889559,873.4772672,750.2715271,584.574052,390.14257,187.7499108,28.28426227,0,0,0,0,0,100,100,100,100,100,71,71,71,3,3,3,3,3,3,15,15,15,15,15,15,62,62,62,0,0,23.58213258,196.347689,515.4536251,1390.284927,2143.692935,2429.973808,2576.825339,2647.150484,2410.321521,2284.7016,1902.073311,1351.799192,732.7408128,128.5689719,8.464781121,2.928547232,2.101070329,3.785709606,0,0,0,0,0,7.412379121,137.9992686,388.8987689,1077.399802,1971.975351,2504.650664,2672.766972,2701.54155,2579.518226,2307.45025,1905.199771,1327.466704,710.1772402,153.3818544,3.018991537,7.58596566,2.142898478,0,3.828839086,2.915475947,1.721494022
7/27/2018 4:00,12.8,12.8,13.3,13.9,15,16.7,19.4,21.7,22.8,23.3,22.8,22.8,22.2,21.7,20.6,18.3,16.1,15,13.9,13.3,13.3,13.3,12.8,0,0,93.94818543,285.4509596,487.1201587,669.5013695,815.9585271,914.9159784,958.9425595,944.7889559,873.4772672,750.2715271,584.574052,390.14257,187.7499108,28.28426227,0,0,0,0,0,0,0,100,100,100,71,71,71,3,3,3,3,3,3,15,15,15,15,15,15,62,62,62,100,100,0,23.58213258,196.347689,515.4536251,1390.284927,2143.692935,2429.973808,2576.825339,2647.150484,2410.321521,2284.7016,1902.073311,1351.799192,732.7408128,128.5689719,8.464781121,2.928547232,2.101070329,3.785709606,0,0,0,0,0,7.412379121,137.9992686,388.8987689,1077.399802,1971.975351,2504.650664,2672.766972,2701.54155,2579.518226,2307.45025,1905.199771,1327.466704,710.1772402,153.3818544,3.018991537,7.58596566,2.142898478,0,3.828839086,2.915475947,1.721494022,0
