,timestamp,1004578059,1006706934,1006715799,1006716429,1006727093,1006727361,1008913626,1009074083,1009511425,1009540871,1009984043,1009984060,1010054507,1010086328,1010249061,1010282897,1010397607,1010409824,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,windSpeed,windBearing,visibility,cloudCover,pressure,temp_air,wind_speed,ghi,dni,dhi,total_clouds,low_clouds,mid_clouds,high_clouds
2019-01-02 09:00:00,1546450650.0,741.6,25.68,7.76,43.760000000000005,44.8,0.8,0.324,0.8336,42.72,8.04,16.1,19.028,16.080000000000002,93.84,22.5,,,67.2,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-02 10:00:00,1546454250.0,719.8499999999999,26.72,7.76,42.72,35.84,0.72,0.325,0.6633,44.64,8.64,19.24,17.421,15.44,96.4,23.1,,,62.239999999999995,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-02 11:00:00,1546457850.0,676.8,27.439999999999998,7.84,30.799999999999997,37.12,1.04,0.324,0.6072,45.6,9.0,9.374,17.292,15.2,103.2,34.5,,,60.8,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-02 12:00:00,1546461450.0,652.6500000000001,28.64,4.8,32.32,36.0,0.72,0.324,0.5412,50.4,8.04,9.538,17.364,13.6,104.08,37.2,,,59.2,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-02 13:00:00,1546465050.0,644.55,27.12,4.72,32.08,36.8,0.8,0.322,0.3357,46.4,8.76,11.493,17.153,15.76,106.80000000000001,35.4,,,59.2,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-02 14:00:00,1546468650.0,636.5999999999999,27.759999999999998,4.72,29.12,40.64,0.8,0.322,0.2011,46.879999999999995,8.88,6.365,18.961,14.56,107.52000000000001,41.1,,,56.96,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-02 15:00:00,1546472250.0,618.9,23.28,4.72,27.6,45.44,1.6800000000000002,0.321,0.2012,43.199999999999996,8.879999999999999,9.522,18.343,14.4,105.12,229.2,,,50.72,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-02 16:00:00,1546475850.0,584.4,21.200000000000003,4.72,25.52,49.44,0.8,0.321,0.2237,36.8,9.0,7.752,17.608,14.64,96.96000000000001,174.0,,,49.28,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-02 17:00:00,1546479450.0,565.65,20.0,4.640000000000001,32.96,43.84,0.8,0.651,0.3775,27.68,9.12,4.0,28.272,14.16,82.4,122.1,,,52.8,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-02 18:00:00,1546483050.0,571.5,19.759999999999998,4.8,34.8,32.96,0.8,0.794,0.4373,24.0,9.36,3.968,27.297,10.88,80.0,30.6,,,28.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-02 19:00:00,1546486650.0,586.95,19.119999999999997,4.88,34.24,33.44,1.04,0.796,0.5305,23.2,10.08,4.092,28.134999999999998,11.92,76.8,25.2,,,21.28,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-02 20:00:00,1546490250.0,604.95,18.64,4.96,34.32,32.96,0.8,0.795,0.617,24.32,10.2,3.9859999999999998,28.439,11.68,75.6,28.2,,,23.84,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-02 21:00:00,1546493850.0,609.6,18.4,4.88,35.519999999999996,33.28,0.72,0.796,0.7123999999999999,23.2,10.2,4.037,26.6,11.120000000000001,75.84,31.2,,,28.48,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-02 22:00:00,1546497450.0,605.7,18.16,4.96,36.16,34.56,1.04,0.797,0.6982,23.36,10.8,4.003,26.358999999999998,10.48,74.56,35.1,,,28.16,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-02 23:00:00,1546501050.0,627.0,17.76,5.04,34.96,34.24,0.72,0.796,0.7441,24.16,9.24,4.09,27.109,9.68,74.32,37.2,,,31.84,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-03 00:00:00,1546504650.0,637.5,17.76,5.12,36.08,34.56,0.8,0.797,0.8825000000000001,23.04,9.0,4.086,27.313000000000002,9.84,74.8,37.8,,,33.28,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-03 01:00:00,1546508250.0,645.75,17.44,5.04,36.239999999999995,35.36,0.8,0.799,0.8454,23.84,9.239999999999998,4.022,27.035,9.92,75.36,38.1,,,34.88,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-03 02:00:00,1546511850.0,658.5,17.76,4.88,37.28,34.56,1.04,0.798,0.8795999999999999,24.0,9.24,3.984,26.394,11.2,75.36,38.7,,,34.88,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-03 03:00:00,1546515450.0,680.25,17.6,5.04,36.239999999999995,34.72,0.8,0.8,0.9592,22.56,9.12,4.022,26.433,12.32,77.44,30.3,,,36.64,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-03 04:00:00,1546519050.0,700.65,17.6,4.88,36.16,38.08,0.8,0.798,0.9684,23.68,8.16,3.9749999999999996,26.832,12.16,74.8,18.3,,,38.56,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-03 05:00:00,1546522650.0,715.95,17.76,4.88,36.48,48.0,1.1199999999999999,0.801,1.0127000000000002,27.68,9.24,4.0600000000000005,28.177,12.16,78.88,16.8,,,38.4,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-03 06:00:00,1546526250.0,775.95,17.76,4.96,33.44,47.519999999999996,0.8,0.795,0.9791,28.48,10.32,25.607,28.894,14.24,85.2,20.1,,,69.92,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-03 07:00:00,1546529850.0,795.45,17.6,4.88,29.04,46.239999999999995,0.8,0.39,0.978,32.48,9.84,25.914,25.453,18.240000000000002,95.92,23.7,,,77.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-03 08:00:00,1546533450.0,778.65,19.36,4.96,34.96,45.92,1.04,0.325,0.8482000000000001,39.2,8.280000000000001,21.042,20.312,15.28,102.72,165.6,,,72.64,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-03 09:00:00,1546537050.0,755.85,23.6,6.32,32.16,42.879999999999995,0.72,0.325,0.8274,44.0,8.76,20.846999999999998,20.302,14.96,102.56,233.7,,,65.92,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-03 10:00:00,1546540650.0,710.1,26.32,6.88,32.08,38.08,0.72,0.325,0.7119,46.879999999999995,7.92,12.920000000000002,19.973,15.28,102.72,190.2,,,61.12,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-03 11:00:00,1546544250.0,672.75,25.92,7.92,31.439999999999998,35.84,0.72,0.324,0.7611,43.36,7.92,11.895,17.492,15.04,106.88,147.6,,,62.08,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-03 12:00:00,1546547850.0,647.4,23.28,7.359999999999999,27.6,36.0,1.04,0.322,1.5211000000000001,49.12,7.8,11.925,17.261,14.32,108.72,130.5,,,58.56,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-03 13:00:00,1546551450.0,634.65,27.04,5.2,28.8,49.6,0.8,0.321,1.3341,48.64,7.32,8.172,18.268,14.64,112.16,129.9,,,55.84,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-03 14:00:00,1546555050.0,635.85,28.08,4.72,28.64,54.08,0.8,0.323,1.3093,47.199999999999996,7.2,10.763,19.608,13.76,113.84,132.3,,,53.12,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-03 15:00:00,1546558650.0,629.1,27.439999999999998,4.640000000000001,26.72,51.68,1.04,0.322,1.4132,46.4,6.6,11.299,19.245,13.44,108.64,118.8,,,49.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-03 16:00:00,1546562250.0,594.9,24.48,4.72,23.439999999999998,53.12,0.88,0.321,0.2544,37.92,8.16,7.718999999999999,19.722,13.6,97.36,115.2,,,48.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-03 17:00:00,1546565850.0,605.85,23.04,4.72,34.56,45.44,0.8,0.668,0.2096,30.88,8.52,6.531000000000001,28.843,11.36,86.88,111.6,,,48.16,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-03 18:00:00,1546569450.0,635.6999999999999,22.72,4.640000000000001,26.56,34.24,0.8,0.794,0.42150000000000004,27.52,9.719999999999999,3.713,29.889,9.28,79.44,25.799999999999997,,,27.2,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-03 19:00:00,1546573050.0,637.95,21.92,4.640000000000001,23.28,34.08,1.04,0.795,0.498,25.6,10.32,3.771,29.687,10.64,75.76,22.8,,,22.240000000000002,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-03 20:00:00,1546576650.0,647.0999999999999,21.6,4.72,22.96,35.04,0.8,0.795,0.5758,25.12,9.719999999999999,3.9659999999999997,29.537,10.32,75.12,28.5,,,25.28,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-03 21:00:00,1546580250.0,654.4499999999999,21.200000000000003,4.72,23.04,35.2,0.72,0.794,0.6363,24.64,9.36,3.855,28.559,10.08,75.03999999999999,35.1,,,30.880000000000003,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-03 22:00:00,1546583850.0,641.7,21.04,4.8,22.96,35.040000000000006,1.04,0.795,0.6759,24.0,8.879999999999999,3.816,27.944,9.68,77.68,28.8,,,30.88,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-03 23:00:00,1546587450.0,655.35,20.96,4.96,23.04,36.0,0.72,0.797,0.6901999999999999,25.6,8.76,3.927,25.253,9.76,76.0,30.0,,,33.28,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-04 00:00:00,1546591050.0,657.75,20.880000000000003,5.04,25.439999999999998,36.0,0.8,0.796,0.7327,24.16,8.280000000000001,3.9779999999999998,26.536,9.84,76.08,34.5,,,33.12,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-04 01:00:00,1546594650.0,674.55,20.96,4.96,26.64,35.52,0.8,0.798,0.7956,24.16,8.04,4.0329999999999995,27.13,10.16,75.44,37.2,,,34.72,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-04 02:00:00,1546598250.0,690.0,20.72,4.88,27.68,36.480000000000004,1.04,0.799,0.8431,25.28,8.04,4.005,26.745,10.56,75.2,39.0,,,35.52,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-04 03:00:00,1546601850.0,697.35,20.8,4.96,27.6,36.48,0.8,0.798,0.8618,23.52,8.52,4.051,26.926,12.0,75.28,41.1,,,34.88,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-04 04:00:00,1546605450.0,711.6,20.48,4.8,28.32,39.519999999999996,0.8,0.797,0.8124,24.96,8.52,3.9909999999999997,26.95,11.2,75.84,41.1,,,36.480000000000004,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-04 05:00:00,1546609050.0,739.8,20.8,4.96,35.76,49.44,1.12,0.798,0.8365,28.32,8.4,4.077,26.999000000000002,11.280000000000001,79.12,42.3,,,39.68,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-04 06:00:00,1546612650.0,801.9,20.96,4.96,32.4,53.92,0.8,0.794,0.8828,30.24,8.879999999999999,26.211,29.862000000000002,13.76,86.64,236.4,,,68.64,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-04 07:00:00,1546616250.0,812.85,20.72,4.88,31.759999999999998,53.44,0.72,0.393,0.8803000000000001,32.16,8.76,25.153,26.189,17.439999999999998,93.68,241.5,,,77.6,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-04 08:00:00,1546619850.0,794.7,22.32,6.48,30.88,54.4,0.72,0.324,0.8595999999999999,36.64,8.399999999999999,22.163,19.902,15.44,100.88,192.6,,,76.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-04 09:00:00,1546623450.0,762.0,24.64,8.0,32.32,50.08,1.04,0.324,0.8019000000000001,40.96,7.8,18.466,20.297,15.120000000000001,102.72,148.8,,,74.08,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-04 10:00:00,1546627050.0,799.5,24.4,8.0,33.84,44.0,0.72,0.324,0.6194,43.519999999999996,8.280000000000001,14.547,20.055999999999997,13.92,106.08,131.4,,,65.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-04 11:00:00,1546630650.0,822.15,27.36,8.08,27.36,41.28,0.72,0.322,0.4939,43.68,7.8,13.055,19.211,12.96,104.24000000000001,125.7,,,65.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-04 12:00:00,1546634250.0,790.5,27.68,6.88,26.4,39.839999999999996,0.8,0.322,0.4305,52.0,7.68,9.057,19.343,13.68,103.03999999999999,124.5,,,64.96000000000001,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-04 13:00:00,1546637850.0,777.3000000000001,23.04,4.88,26.32,42.24,1.1199999999999999,0.32,0.308,46.72,7.68,9.610999999999999,18.799,12.879999999999999,108.56,115.5,,,61.12,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-04 14:00:00,1546641450.0,760.65,24.560000000000002,4.96,27.36,49.28,0.8,0.321,0.1896,44.0,8.64,6.130000000000001,15.295,12.719999999999999,107.68,111.9,,,55.36,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-04 15:00:00,1546645050.0,732.3,21.36,4.96,24.560000000000002,52.48,0.8,0.32,0.2019,38.56,9.12,7.945,14.413,13.44,107.84,49.2,,,55.36,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-04 16:00:00,1546648650.0,692.0999999999999,21.919999999999998,4.96,15.280000000000001,52.32,1.04,0.319,0.1918,33.92,9.48,10.116,14.526,14.88,87.52,18.6,,,52.64,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-04 17:00:00,1546652250.0,689.25,22.56,4.88,23.119999999999997,43.36,0.88,0.651,0.198,25.759999999999998,10.08,4.713,23.042,14.64,75.28,17.7,,,56.32,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-04 18:00:00,1546655850.0,687.6,20.64,5.04,24.4,48.32,0.8,0.793,0.314,28.64,10.92,3.5679999999999996,24.654,10.879999999999999,75.92,19.8,,,27.52,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-04 19:00:00,1546659450.0,712.2,19.439999999999998,5.04,23.119999999999997,40.96,0.8,0.794,0.3577,26.56,10.440000000000001,3.799,27.497999999999998,10.64,76.96,21.6,,,21.12,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-04 20:00:00,1546663050.0,728.25,18.96,4.96,22.96,37.12,1.1199999999999999,0.795,0.5416,26.24,9.48,3.903,28.558,10.32,76.4,21.9,,,21.28,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-04 21:00:00,1546666650.0,733.5,18.479999999999997,4.96,23.2,36.64,0.72,0.794,0.5268,24.32,9.0,4.0200000000000005,27.654,9.6,74.4,21.900000000000002,,,26.88,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-04 22:00:00,1546670250.0,723.9,18.08,4.96,24.08,35.040000000000006,0.72,0.793,0.5791999999999999,24.48,9.48,3.985,28.064,10.08,75.03999999999999,23.4,,,29.28,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-04 23:00:00,1546673850.0,732.0,17.92,5.12,24.8,34.08,0.8,0.794,0.6572,24.96,8.76,3.824,27.941,10.16,81.11999999999999,21.3,,,32.16,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-05 00:00:00,1546677450.0,725.1,17.76,5.2,24.08,34.24,1.04,0.795,0.6583,24.16,8.04,3.98,27.336,10.32,74.96000000000001,20.7,,,31.68,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-05 01:00:00,1546681050.0,733.8,17.76,5.2,24.96,33.92,0.72,0.796,0.6838,24.64,7.8,4.003,28.075,10.24,73.84,22.5,,,31.04,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-05 02:00:00,1546684650.0,743.4000000000001,17.76,5.04,25.28,35.2,0.8,0.797,0.6736,24.8,8.879999999999999,3.767,27.595,10.56,73.36,22.5,,,31.04,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-01-05 03:00:00,1546688250.0,745.95,17.6,4.96,24.560000000000002,35.040000000000006,1.04,0.795,0.7,23.84,9.6,3.9429999999999996,26.833,10.64,73.52000000000001,21.6,,,30.4,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
