time,apparentTemperature,cloudCover,dewPoint,humidity,icon,precipIntensity,precipProbability,precipType,pressure,summary,temperature,uvIndex,visibility,windBearing,windGust,windSpeed,datetime
1/1/08 5:15,7.7075,0,-12.9675,0.215,,0,0,,1023.4175,,7.8575,0,16.089,63.75,3.235,1.1975,1/1/08 5:15
1/1/08 5:30,7.635,0,-13.115,0.21,,0,0,,1023.515,,7.935,0,16.089,53.5,3.27,1.295,1/1/08 5:30
1/1/08 5:45,7.5625,0,-13.2625,0.205,,0,0,,1023.6125,,8.0125,0,16.089,43.25,3.305,1.3925,1/1/08 5:45
1/1/08 6:00,7.49,0,-13.41,0.2,clear-night,0,0,,1023.71,Clear,8.09,0,16.089,33,3.34,1.49,1/1/08 6:00
1/1/08 6:15,7.3575,0.08,-13.165,0.2075,,0,0,,1023.72,,7.9875,0,16.089,41,3.2625,1.5,1/1/08 6:15
1/1/08 6:30,7.225,0.16,-12.92,0.215,,0,0,,1023.73,,7.885,0,16.089,49,3.185,1.51,1/1/08 6:30
1/1/08 6:45,7.0925,0.24,-12.675,0.2225,,0,0,,1023.74,,7.7825,0,16.089,57,3.1075,1.52,1/1/08 6:45
1/1/08 7:00,6.96,0.32,-12.43,0.23,partly-cloudy-day,0,0,,1023.75,Partly Cloudy,7.68,0,16.089,65,3.03,1.53,1/1/08 7:00
1/1/08 7:15,7.22,0.29,-12.515,0.2225,,0,0,,1023.83,,7.94,0,16.089,59.75,3.1175,1.5675,1/1/08 7:15
1/1/08 7:30,7.48,0.26,-12.6,0.215,,0,0,,1023.91,,8.2,0,16.089,54.5,3.205,1.605,1/1/08 7:30
1/1/08 7:45,7.74,0.23,-12.685,0.2075,,0,0,,1023.99,,8.46,0,16.089,49.25,3.2925,1.6425,1/1/08 7:45
1/1/08 8:00,8,0.2,-12.77,0.2,partly-cloudy-day,0,0,,1024.07,Partly Cloudy,8.72,0,16.089,44,3.38,1.68,1/1/08 8:00
1/1/08 8:15,8.69,0.235,-12.9325,0.1925,,0,0,,1024.1,,9.23,0.25,16.089,39.75,3.425,1.6825,1/1/08 8:15
1/1/08 8:30,9.38,0.27,-13.095,0.185,,0,0,,1024.13,,9.74,0.5,16.089,35.5,3.47,1.685,1/1/08 8:30
1/1/08 8:45,10.07,0.305,-13.2575,0.1775,,0,0,,1024.16,,10.25,0.75,16.089,31.25,3.515,1.6875,1/1/08 8:45
1/1/08 9:00,10.76,0.34,-13.42,0.17,partly-cloudy-day,0,0,,1024.19,Partly Cloudy,10.76,1,16.089,27,3.56,1.69,1/1/08 9:00
1/1/08 9:15,11.225,0.3725,-13.3375,0.165,,0,0,,1024.2025,,11.225,1.25,16.089,26,3.75,1.7725,1/1/08 9:15
1/1/08 9:30,11.69,0.405,-13.255,0.16,,0,0,,1024.215,,11.69,1.5,16.089,25,3.94,1.855,1/1/08 9:30
1/1/08 9:45,12.155,0.4375,-13.1725,0.155,,0,0,,1024.2275,,12.155,1.75,16.089,24,4.13,1.9375,1/1/08 9:45
1/1/08 10:00,12.62,0.47,-13.09,0.15,partly-cloudy-day,0,0,,1024.24,Partly Cloudy,12.62,2,16.089,23,4.32,2.02,1/1/08 10:00
1/1/08 10:15,13.1625,0.39,-13.2675,0.145,,0,0,,1024.0125,,13.1625,2.25,16.089,20.75,4.3075,2.1325,1/1/08 10:15
1/1/08 10:30,13.705,0.31,-13.445,0.14,,0,0,,1023.785,,13.705,2.5,16.089,18.5,4.295,2.245,1/1/08 10:30
1/1/08 10:45,14.2475,0.23,-13.6225,0.135,,0,0,,1023.5575,,14.2475,2.75,16.089,16.25,4.2825,2.3575,1/1/08 10:45
1/1/08 11:00,14.79,0.15,-13.8,0.13,partly-cloudy-day,0,0,,1023.33,Partly Cloudy,14.79,3,16.089,14,4.27,2.47,1/1/08 11:00
1/1/08 11:15,15.005,0.1825,-13.8575,0.1275,,0,0,,1022.9825,,15.005,3,16.089,15.25,4.47,2.42,1/1/08 11:15
1/1/08 11:30,15.22,0.215,-13.915,0.125,,0,0,,1022.635,,15.22,3,16.089,16.5,4.67,2.37,1/1/08 11:30
1/1/08 11:45,15.435,0.2475,-13.9725,0.1225,,0,0,,1022.2875,,15.435,3,16.089,17.75,4.87,2.32,1/1/08 11:45
1/1/08 12:00,15.65,0.28,-14.03,0.12,partly-cloudy-day,0,0,,1021.94,Partly Cloudy,15.65,3,16.089,19,5.07,2.27,1/1/08 12:00
1/1/08 12:15,15.88,0.3075,-14.2075,0.115,,0,0,,1021.7375,,15.88,2.75,16.089,19.25,5.1375,2.275,1/1/08 12:15
1/1/08 12:30,16.11,0.335,-14.385,0.11,,0,0,,1021.535,,16.11,2.5,16.089,19.5,5.205,2.28,1/1/08 12:30
1/1/08 12:45,16.34,0.3625,-14.5625,0.105,,0,0,,1021.3325,,16.34,2.25,16.089,19.75,5.2725,2.285,1/1/08 12:45
1/1/08 13:00,16.57,0.39,-14.74,0.1,partly-cloudy-day,0,0,,1021.13,Partly Cloudy,16.57,2,16.089,20,5.34,2.29,1/1/08 13:00
1/1/08 13:15,16.675,0.39,-14.805,0.1,,0,0,,1020.9125,,16.675,2,16.089,17.25,5.4125,2.34,1/1/08 13:15
1/1/08 13:30,16.78,0.39,-14.87,0.1,,0,0,,1020.695,,16.78,2,16.089,14.5,5.485,2.39,1/1/08 13:30
1/1/08 13:45,16.885,0.39,-14.935,0.1,,0,0,,1020.4775,,16.885,2,16.089,11.75,5.5575,2.44,1/1/08 13:45
1/1/08 14:00,16.99,0.39,-15,0.1,partly-cloudy-day,0,0,,1020.26,Partly Cloudy,16.99,2,16.089,9,5.63,2.49,1/1/08 14:00
1/1/08 14:15,16.83,0.39,-15.0675,0.1,,0,0,,1020.2875,,16.83,1.75,16.089,11.75,5.5325,2.4775,1/1/08 14:15
1/1/08 14:30,16.67,0.39,-15.135,0.1,,0,0,,1020.315,,16.67,1.5,16.089,14.5,5.435,2.465,1/1/08 14:30
1/1/08 14:45,16.51,0.39,-15.2025,0.1,,0,0,,1020.3425,,16.51,1.25,16.089,17.25,5.3375,2.4525,1/1/08 14:45
1/1/08 15:00,16.35,0.39,-15.27,0.1,partly-cloudy-day,0,0,,1020.37,Partly Cloudy,16.35,1,16.089,20,5.24,2.44,1/1/08 15:00
1/1/08 15:15,16.1375,0.3575,-15.3475,0.1,,0,0,,1020.4125,,16.1375,0.75,16.089,21.25,5.2275,2.39,1/1/08 15:15
1/1/08 15:30,15.925,0.325,-15.425,0.1,,0,0,,1020.455,,15.925,0.5,16.089,22.5,5.215,2.34,1/1/08 15:30
1/1/08 15:45,15.7125,0.2925,-15.5025,0.1,,0,0,,1020.4975,,15.7125,0.25,16.089,23.75,5.2025,2.29,1/1/08 15:45
1/1/08 16:00,15.5,0.26,-15.58,0.1,partly-cloudy-day,0,0,,1020.54,Partly Cloudy,15.5,0,16.089,25,5.19,2.24,1/1/08 16:00
1/1/08 16:15,15.245,0.265,-15.35,0.105,,0,0,,1020.575,,15.245,0,16.089,29.5,4.7925,2.0325,1/1/08 16:15
1/1/08 16:30,14.99,0.27,-15.12,0.11,,0,0,,1020.61,,14.99,0,16.089,34,4.395,1.825,1/1/08 16:30
1/1/08 16:45,14.735,0.275,-14.89,0.115,,0,0,,1020.645,,14.735,0,16.089,38.5,3.9975,1.6175,1/1/08 16:45
1/1/08 17:00,14.48,0.28,-14.66,0.12,partly-cloudy-night,0,0,,1020.68,Partly Cloudy,14.48,0,16.089,43,3.6,1.41,1/1/08 17:00
1/1/08 17:15,14.18,0.2775,-14.955,0.12,,0,0,,1020.695,,14.18,0,16.089,42.5,3.5975,1.3225,1/1/08 17:15
1/1/08 17:30,13.88,0.275,-15.25,0.12,,0,0,,1020.71,,13.88,0,16.089,42,3.595,1.235,1/1/08 17:30
1/1/08 17:45,13.58,0.2725,-15.545,0.12,,0,0,,1020.725,,13.58,0,16.089,41.5,3.5925,1.1475,1/1/08 17:45
1/1/08 18:00,13.28,0.27,-15.84,0.12,partly-cloudy-night,0,0,,1020.74,Partly Cloudy,13.28,0,16.089,41,3.59,1.06,1/1/08 18:00
1/1/08 18:15,13.1025,0.2025,-15.655,0.1225,,0,0,,1020.8025,,13.1025,0,16.089,50,3.5325,1.125,1/1/08 18:15
1/1/08 18:30,12.925,0.135,-15.47,0.125,,0,0,,1020.865,,12.925,0,16.089,59,3.475,1.19,1/1/08 18:30
1/1/08 18:45,12.7475,0.0675,-15.285,0.1275,,0,0,,1020.9275,,12.7475,0,16.089,68,3.4175,1.255,1/1/08 18:45
1/1/08 19:00,12.57,0,-15.1,0.13,clear-night,0,0,,1020.99,Clear,12.57,0,16.089,77,3.36,1.32,1/1/08 19:00
1/1/08 19:15,12.3675,0,-14.875,0.135,,0,0,,1021.0225,,12.3675,0,16.089,78.25,3.2275,1.2,1/1/08 19:15
1/1/08 19:30,12.165,0,-14.65,0.14,,0,0,,1021.055,,12.165,0,16.089,79.5,3.095,1.08,1/1/08 19:30
1/1/08 19:45,11.9625,0,-14.425,0.145,,0,0,,1021.0875,,11.9625,0,16.089,80.75,2.9625,0.96,1/1/08 19:45
1/1/08 20:00,11.76,0,-14.2,0.15,clear-night,0,0,,1021.12,Clear,11.76,0,16.089,82,2.83,0.84,1/1/08 20:00
1/1/08 20:15,11.5425,0.0325,-14.3025,0.15,,0,0,,1021.1375,,11.5425,0,16.089,84.25,2.74,0.88,1/1/08 20:15
1/1/08 20:30,11.325,0.065,-14.405,0.15,,0,0,,1021.155,,11.325,0,16.089,86.5,2.65,0.92,1/1/08 20:30
1/1/08 20:45,11.1075,0.0975,-14.5075,0.15,,0,0,,1021.1725,,11.1075,0,16.089,88.75,2.56,0.96,1/1/08 20:45
1/1/08 21:00,10.89,0.13,-14.61,0.15,partly-cloudy-night,0,0,,1021.19,Partly Cloudy,10.89,0,16.089,91,2.47,1,1/1/08 21:00
1/1/08 21:15,10.75,0.0975,-14.505,0.1525,,0,0,,1021.0875,,10.75,0,16.089,82.75,2.42,0.915,1/1/08 21:15
1/1/08 21:30,10.61,0.065,-14.4,0.155,,0,0,,1020.985,,10.61,0,16.089,74.5,2.37,0.83,1/1/08 21:30
1/1/08 21:45,10.47,0.0325,-14.295,0.1575,,0,0,,1020.8825,,10.47,0,16.089,66.25,2.32,0.745,1/1/08 21:45
1/1/08 22:00,10.33,0,-14.19,0.16,clear-night,0,0,,1020.78,Clear,10.33,0,16.089,58,2.27,0.66,1/1/08 22:00
1/1/08 22:15,10.2725,0,-14.405,0.1575,,0,0,,1020.865,,10.2725,0,16.089,71.5,2.25,0.7675,1/1/08 22:15
1/1/08 22:30,10.215,0,-14.62,0.155,,0,0,,1020.95,,10.215,0,16.089,85,2.23,0.875,1/1/08 22:30
1/1/08 22:45,10.1575,0,-14.835,0.1525,,0,0,,1021.035,,10.1575,0,16.089,98.5,2.21,0.9825,1/1/08 22:45
1/1/08 23:00,10.1,0,-15.05,0.15,clear-night,0,0,,1021.12,Clear,10.1,0,16.089,112,2.19,1.09,1/1/08 23:00
1/1/08 23:15,9.9875,0.0275,-14.9375,0.155,,0,0,,1021.035,,9.9875,0,16.089,101,2.2275,1.005,1/1/08 23:15
1/1/08 23:30,9.875,0.055,-14.825,0.16,,0,0,,1020.95,,9.875,0,16.089,90,2.265,0.92,1/1/08 23:30
1/1/08 23:45,9.7625,0.0825,-14.7125,0.165,,0,0,,1020.865,,9.7625,0,16.089,79,2.3025,0.835,1/1/08 23:45
1/2/08 0:00,9.65,0.11,-14.6,0.17,clear-night,0,0,,1020.78,Clear,9.65,0,16.089,68,2.34,0.75,1/2/08 0:00
1/2/08 0:15,9.5725,0.105,-14.215,0.175,,0,0,,1020.86,,9.5725,0,16.089,60.5,2.3025,0.7825,1/2/08 0:15
1/2/08 0:30,9.495,0.1,-13.83,0.18,,0,0,,1020.94,,9.495,0,16.089,53,2.265,0.815,1/2/08 0:30
1/2/08 0:45,9.4175,0.095,-13.445,0.185,,0,0,,1021.02,,9.4175,0,16.089,45.5,2.2275,0.8475,1/2/08 0:45
1/2/08 1:00,9.34,0.09,-13.06,0.19,clear-night,0,0,,1021.1,Clear,9.34,0,16.089,38,2.19,0.88,1/2/08 1:00
1/2/08 1:15,9.375,0.0675,-13.1,0.19,,0,0,,1021.1,,9.375,0,16.089,41.5,2.155,0.815,1/2/08 1:15
1/2/08 1:30,9.41,0.045,-13.14,0.19,,0,0,,1021.1,,9.41,0,16.089,45,2.12,0.75,1/2/08 1:30
1/2/08 1:45,9.445,0.0225,-13.18,0.19,,0,0,,1021.1,,9.445,0,16.089,48.5,2.085,0.685,1/2/08 1:45
1/2/08 2:00,9.48,0,-13.22,0.19,clear-night,0,0,,1021.1,Clear,9.48,0,16.089,52,2.05,0.62,1/2/08 2:00
1/2/08 2:15,9.475,0,-12.635,0.2,,0,0,,1021.105,,9.475,0,16.089,52.5,2.005,0.645,1/2/08 2:15
1/2/08 2:30,9.47,0,-12.05,0.21,,0,0,,1021.11,,9.47,0,16.089,53,1.96,0.67,1/2/08 2:30
1/2/08 2:45,9.465,0,-11.465,0.22,,0,0,,1021.115,,9.465,0,16.089,53.5,1.915,0.695,1/2/08 2:45
1/2/08 3:00,9.46,0,-10.88,0.23,clear-night,0,0,,1021.12,Clear,9.46,0,16.089,54,1.87,0.72,1/2/08 3:00
1/2/08 3:15,9.4875,0.03,-10.8775,0.2275,,0,0,,1020.995,,9.4875,0,16.089,61.5,1.8325,0.7225,1/2/08 3:15
1/2/08 3:30,9.515,0.06,-10.875,0.225,,0,0,,1020.87,,9.515,0,16.089,69,1.795,0.725,1/2/08 3:30
1/2/08 3:45,9.5425,0.09,-10.8725,0.2225,,0,0,,1020.745,,9.5425,0,16.089,76.5,1.7575,0.7275,1/2/08 3:45
1/2/08 4:00,9.57,0.12,-10.87,0.22,clear-night,0,0,,1020.62,Clear,9.57,0,16.089,84,1.72,0.73,1/2/08 4:00
1/2/08 4:15,9.5975,0.18,-11.2575,0.215,,0,0,,1020.5075,,9.5975,0,16.089,78.75,1.67,0.73,1/2/08 4:15
1/2/08 4:30,9.625,0.24,-11.645,0.21,,0,0,,1020.395,,9.625,0,16.089,73.5,1.62,0.73,1/2/08 4:30
1/2/08 4:45,9.6525,0.3,-12.0325,0.205,,0,0,,1020.2825,,9.6525,0,16.089,68.25,1.57,0.73,1/2/08 4:45
1/2/08 5:00,9.68,0.36,-12.42,0.2,partly-cloudy-night,0,0,,1020.17,Partly Cloudy,9.68,0,16.089,63,1.52,0.73,1/2/08 5:00
1/2/08 5:15,9.8225,0.2925,-11.95,0.205,,0,0,,1020.1525,,9.8225,0,16.089,59.75,1.605,0.6975,1/2/08 5:15
1/2/08 5:30,9.965,0.225,-11.48,0.21,,0,0,,1020.135,,9.965,0,16.089,56.5,1.69,0.665,1/2/08 5:30
1/2/08 5:45,10.1075,0.1575,-11.01,0.215,,0,0,,1020.1175,,10.1075,0,16.089,53.25,1.775,0.6325,1/2/08 5:45
1/2/08 6:00,10.25,0.09,-10.54,0.22,clear-night,0,0,,1020.1,Clear,10.25,0,16.089,50,1.86,0.6,1/2/08 6:00
1/2/08 6:15,10.1975,0.205,-10.625,0.22,,0,0,,1020.23,,10.1975,0,16.089,52.75,1.885,0.6275,1/2/08 6:15
1/2/08 6:30,10.145,0.32,-10.71,0.22,,0,0,,1020.36,,10.145,0,16.089,55.5,1.91,0.655,1/2/08 6:30
1/2/08 6:45,10.0925,0.435,-10.795,0.22,,0,0,,1020.49,,10.0925,0,16.089,58.25,1.935,0.6825,1/2/08 6:45
1/2/08 7:00,10.04,0.55,-10.88,0.22,partly-cloudy-day,0,0,,1020.62,Mostly Cloudy,10.04,0,16.089,61,1.96,0.71,1/2/08 7:00
1/2/08 7:15,10.065,0.4775,-10.7675,0.22,,0,0,,1020.8375,,10.065,0,16.089,66.5,1.9625,0.71,1/2/08 7:15
1/2/08 7:30,10.09,0.405,-10.655,0.22,,0,0,,1021.055,,10.09,0,16.089,72,1.965,0.71,1/2/08 7:30
1/2/08 7:45,10.115,0.3325,-10.5425,0.22,,0,0,,1021.2725,,10.115,0,16.089,77.5,1.9675,0.71,1/2/08 7:45
1/2/08 8:00,10.14,0.26,-10.43,0.22,partly-cloudy-day,0,0,,1021.49,Partly Cloudy,10.14,0,16.089,83,1.97,0.71,1/2/08 8:00
1/2/08 8:15,10.665,0.2775,-10.1625,0.2175,,0,0,,1021.5975,,10.665,0.25,16.089,82.25,2.0675,0.7275,1/2/08 8:15
1/2/08 8:30,11.19,0.295,-9.895,0.215,,0,0,,1021.705,,11.19,0.5,16.089,81.5,2.165,0.745,1/2/08 8:30
1/2/08 8:45,11.715,0.3125,-9.6275,0.2125,,0,0,,1021.8125,,11.715,0.75,16.089,80.75,2.2625,0.7625,1/2/08 8:45
1/2/08 9:00,12.24,0.33,-9.36,0.21,partly-cloudy-day,0,0,,1021.92,Partly Cloudy,12.24,1,16.089,80,2.36,0.78,1/2/08 9:00
1/2/08 9:15,13.1025,0.32,-9.74,0.195,,0,0,,1021.9325,,13.1025,1.25,16.089,82.25,2.3225,0.87,1/2/08 9:15
1/2/08 9:30,13.965,0.31,-10.12,0.18,,0,0,,1021.945,,13.965,1.5,16.089,84.5,2.285,0.96,1/2/08 9:30
1/2/08 9:45,14.8275,0.3,-10.5,0.165,,0,0,,1021.9575,,14.8275,1.75,16.089,86.75,2.2475,1.05,1/2/08 9:45
1/2/08 10:00,15.69,0.29,-10.88,0.15,partly-cloudy-day,0,0,,1021.97,Partly Cloudy,15.69,2,16.089,89,2.21,1.14,1/2/08 10:00
1/2/08 10:15,16.2075,0.3275,-11.1825,0.1425,,0,0,,1021.715,,16.2075,2,16.089,90,2.365,1.1925,1/2/08 10:15
1/2/08 10:30,16.725,0.365,-11.485,0.135,,0,0,,1021.46,,16.725,2,16.089,91,2.52,1.245,1/2/08 10:30
1/2/08 10:45,17.2425,0.4025,-11.7875,0.1275,,0,0,,1021.205,,17.2425,2,16.089,92,2.675,1.2975,1/2/08 10:45
1/2/08 11:00,17.76,0.44,-12.09,0.12,partly-cloudy-day,0,0,,1020.95,Partly Cloudy,17.76,2,16.089,93,2.83,1.35,1/2/08 11:00
1/2/08 11:15,18.0375,0.44,-12.1125,0.1175,,0,0,,1020.725,,18.0375,2.25,16.089,87.25,2.83,1.4225,1/2/08 11:15
1/2/08 11:30,18.315,0.44,-12.135,0.115,,0,0,,1020.5,,18.315,2.5,16.089,81.5,2.83,1.495,1/2/08 11:30
1/2/08 11:45,18.5925,0.44,-12.1575,0.1125,,0,0,,1020.275,,18.5925,2.75,16.089,75.75,2.83,1.5675,1/2/08 11:45
1/2/08 12:00,18.87,0.44,-12.18,0.11,partly-cloudy-day,0,0,,1020.05,Partly Cloudy,18.87,3,16.089,70,2.83,1.64,1/2/08 12:00
1/2/08 12:15,19.0225,0.4525,-12.3325,0.1075,,0,0,,1019.8175,,19.0225,2.75,16.089,71,2.855,1.6625,1/2/08 12:15
1/2/08 12:30,19.175,0.465,-12.485,0.105,,0,0,,1019.585,,19.175,2.5,16.089,72,2.88,1.685,1/2/08 12:30
1/2/08 12:45,19.3275,0.4775,-12.6375,0.1025,,0,0,,1019.3525,,19.3275,2.25,16.089,73,2.905,1.7075,1/2/08 12:45
1/2/08 13:00,19.48,0.49,-12.79,0.1,partly-cloudy-day,0,0,,1019.12,Partly Cloudy,19.48,2,16.089,74,2.93,1.73,1/2/08 13:00
1/2/08 13:15,19.4875,0.44,-12.7575,0.1,,0,0,,1018.9175,,19.4875,2,16.089,83.25,2.925,1.77,1/2/08 13:15
1/2/08 13:30,19.495,0.39,-12.725,0.1,,0,0,,1018.715,,19.495,2,16.089,92.5,2.92,1.81,1/2/08 13:30
1/2/08 13:45,19.5025,0.34,-12.6925,0.1,,0,0,,1018.5125,,19.5025,2,16.089,101.75,2.915,1.85,1/2/08 13:45
1/2/08 14:00,19.51,0.29,-12.66,0.1,partly-cloudy-day,0,0,,1018.31,Partly Cloudy,19.51,2,16.089,111,2.91,1.89,1/2/08 14:00
1/2/08 14:15,19.5825,0.32,-12.6225,0.1,,0,0,,1018.22,,19.5825,1.75,16.089,94.75,2.925,1.7975,1/2/08 14:15
1/2/08 14:30,19.655,0.35,-12.585,0.1,,0,0,,1018.13,,19.655,1.5,16.089,78.5,2.94,1.705,1/2/08 14:30
1/2/08 14:45,19.7275,0.38,-12.5475,0.1,,0,0,,1018.04,,19.7275,1.25,16.089,62.25,2.955,1.6125,1/2/08 14:45
1/2/08 15:00,19.8,0.41,-12.51,0.1,partly-cloudy-day,0,0,,1017.95,Partly Cloudy,19.8,1,16.089,46,2.97,1.52,1/2/08 15:00
1/2/08 15:15,19.4475,0.3875,-12.1875,0.105,,0,0,,1017.915,,19.4475,0.75,16.089,43,2.81,1.415,1/2/08 15:15
1/2/08 15:30,19.095,0.365,-11.865,0.11,,0,0,,1017.88,,19.095,0.5,16.089,40,2.65,1.31,1/2/08 15:30
1/2/08 15:45,18.7425,0.3425,-11.5425,0.115,,0,0,,1017.845,,18.7425,0.25,16.089,37,2.49,1.205,1/2/08 15:45
1/2/08 16:00,18.39,0.32,-11.22,0.12,partly-cloudy-day,0,0,,1017.81,Partly Cloudy,18.39,0,16.089,34,2.33,1.1,1/2/08 16:00
1/2/08 16:15,17.93,0.3525,-11.1075,0.125,,0,0,,1018.0625,,17.93,0,16.089,47.5,2.2225,1.0425,1/2/08 16:15
1/2/08 16:30,17.47,0.385,-10.995,0.13,,0,0,,1018.315,,17.47,0,16.089,61,2.115,0.985,1/2/08 16:30
1/2/08 16:45,17.01,0.4175,-10.8825,0.135,,0,0,,1018.5675,,17.01,0,16.089,74.5,2.0075,0.9275,1/2/08 16:45
1/2/08 17:00,16.55,0.45,-10.77,0.14,partly-cloudy-night,0,0,,1018.82,Partly Cloudy,16.55,0,16.089,88,1.9,0.87,1/2/08 17:00
1/2/08 17:15,15.98,0.4275,-10.655,0.1475,,0,0,,1018.8825,,15.98,0,16.089,83.25,1.9275,0.8575,1/2/08 17:15
1/2/08 17:30,15.41,0.405,-10.54,0.155,,0,0,,1018.945,,15.41,0,16.089,78.5,1.955,0.845,1/2/08 17:30
1/2/08 17:45,14.84,0.3825,-10.425,0.1625,,0,0,,1019.0075,,14.84,0,16.089,73.75,1.9825,0.8325,1/2/08 17:45
1/2/08 18:00,14.27,0.36,-10.31,0.17,partly-cloudy-night,0,0,,1019.07,Partly Cloudy,14.27,0,16.089,69,2.01,0.82,1/2/08 18:00
1/2/08 18:15,13.975,0.3275,-10.2725,0.175,,0,0,,1019.0825,,13.975,0,16.089,75.25,1.945,0.8125,1/2/08 18:15
1/2/08 18:30,13.68,0.295,-10.235,0.18,,0,0,,1019.095,,13.68,0,16.089,81.5,1.88,0.805,1/2/08 18:30
1/2/08 18:45,13.385,0.2625,-10.1975,0.185,,0,0,,1019.1075,,13.385,0,16.089,87.75,1.815,0.7975,1/2/08 18:45
1/2/08 19:00,13.09,0.23,-10.16,0.19,partly-cloudy-night,0,0,,1019.12,Partly Cloudy,13.09,0,16.089,94,1.75,0.79,1/2/08 19:00
1/2/08 19:15,12.855,0.21,-10.0625,0.195,,0,0,,1019.2125,,12.855,0,16.089,100,1.8475,0.815,1/2/08 19:15
1/2/08 19:30,12.62,0.19,-9.965,0.2,,0,0,,1019.305,,12.62,0,16.089,106,1.945,0.84,1/2/08 19:30
1/2/08 19:45,12.385,0.17,-9.8675,0.205,,0,0,,1019.3975,,12.385,0,16.089,112,2.0425,0.865,1/2/08 19:45
1/2/08 20:00,12.15,0.15,-9.77,0.21,partly-cloudy-night,0,0,,1019.49,Partly Cloudy,12.15,0,16.089,118,2.14,0.89,1/2/08 20:00
1/2/08 20:15,12.005,0.14,-9.8425,0.21,,0,0,,1019.54,,12.005,0,16.089,117,2.19,0.8475,1/2/08 20:15
1/2/08 20:30,11.86,0.13,-9.915,0.21,,0,0,,1019.59,,11.86,0,16.089,116,2.24,0.805,1/2/08 20:30
1/2/08 20:45,11.715,0.12,-9.9875,0.21,,0,0,,1019.64,,11.715,0,16.089,115,2.29,0.7625,1/2/08 20:45
1/2/08 21:00,11.57,0.11,-10.06,0.21,clear-night,0,0,,1019.69,Clear,11.57,0,16.089,114,2.34,0.72,1/2/08 21:00
1/2/08 21:15,11.52,0.0825,-10.1375,0.21,,0,0,,1019.8075,,11.52,0,16.089,109.75,2.2575,0.7175,1/2/08 21:15
1/2/08 21:30,11.47,0.055,-10.215,0.21,,0,0,,1019.925,,11.47,0,16.089,105.5,2.175,0.715,1/2/08 21:30
